,label,text
196,26,text nick and tell him the car's ready
197,26,i need to send a text
198,26,text robby hello
199,26,can you text elizabeth and tell them i forgot to bring drinks
200,104,i need a blackberry pie recipe
201,104,find a recipe for german chocolate cake
202,104,please find me a recipe for spaghetti now
203,104,can you find me a recipe for sugar cookies
204,104,i need a recipe on how to make beef stew
205,104,i need you to find me a recipe for fried shrimp
206,104,what's the best way to make chicken stir fry
207,104,can you instruct me on how to make german chocolate cake
208,104,please help me with instructions on making chicken curry
209,104,how do i make the perfect omelette
210,104,how do you make blackberry pie
211,104,i need the best recipe for mashed potatoes
212,104,can you find me a recipe for pie
213,104,search for a macaroni and cheese recipe
214,104,i need to know how to make philly cheesesteaks
215,104,can you give me a recipe for german chocolate cake
216,104,what is a good chili recipe
217,104,i need help finding a recipe for enchiladas
218,104,how do you create pork chili
219,104,please give me instructions on making blueberry pie
220,104,is there a good website to teach me how to make sushi
221,104,how do i make pumpkin pie
222,104,is there a recipe for chili i can use
223,104,can you find me a recipe for quiche
224,104,how do i make lassagna
225,104,what do i need to do to make blackberry pie
226,104,can you get me a recipe for mashed potatoes
227,104,i need a recipe for chicken pot pie
228,104,what is needed you to cook apple pie
229,104,can you find me a recipe for honey ham
230,104,where can i look to learn to make sushi
231,104,i am looking for a vegan friendly italian pasta recipe
232,104,what do you need to do to make sushi
233,104,how do i make beef stroganoff
234,104,i need a quick recipe for spiral ham
235,104,can you search for the best new york style cheesecake recipes please
236,104,can you find me a recipe for ribs
237,104,please show me a recipe for chili
238,104,how do you cook apple pie
239,104,can you find me a recipe for coffee cakes
240,104,tell me how to make chow mein
241,104,find a good recipe for meatloaf
242,104,how do i make lemon merengue pie
243,104,how can i make chicken pot pie
244,104,i need a recipe for beef
245,104,can you find me a recipe for pasta
246,104,can you find me a recipe for salsa
247,104,blackberry pie instructions
248,104,how do you cook meatloaf
249,104,look up easy to follow recipes for beef ribs
250,10,please turn my fan on
251,10,please turn the fan on
252,10,can you get the fan going in here
253,10,lock all the doors
254,10,what's the ac set to
255,10,can you lock all the doors in the house
256,10,turn tv on please
257,10,start my vehicle
258,10,remember to lock the doors
259,10,what is the ac temperature
260,10,i need some air; get the fan going
261,10,turn the fan on
262,10,please check the door to see who is there
263,10,light the bedroom lights
264,10,please set the temperature to 70
265,10,put the garage lights on
266,10,make sure all doors are locked
267,10,can you please dim the lights
268,10,make the lights dimmer please
269,10,what temperature is the ac set at
270,10,can you get my car started
271,10,set temperature to 75
272,10,what is the temperature on the ac
273,10,warm up my car for me
274,10,on the lounge lights turn
275,10,make sure the oven is set to 350 please
276,10,will you please get my furnace turned on
277,10,can you turn on the lights in the den
278,10,who is at my front door
279,10,tv on turn
280,10,please start my car
281,10,turn the tv to on right now
282,10,turn the fan on please
283,10,turn on the fan
284,10,what's the persons name at my door
285,10,please get my car started before i go out to it
286,10,who is knocking
287,10,i need my furnace turned on
288,10,please lock every door
289,10,can you look who is at the door
290,10,set the temperature to 78
291,10,can put fan on
292,10,make the temperature 78 in here
293,10,did anyone securely lock the door
294,10,turn the fan to the on position
295,10,can you turn on the lights in the backyard
296,10,lock every door on the property
297,10,turn lights on in my master bathroom
298,10,activate my furnace please
299,10,set the temperaure to 71
300,57,who is your boss
301,57,which organization you work for
302,57,do you work for me or is that wrong
303,57,who directs your labor
304,57,who is you employer
305,57,do you happen to be employed by me
306,57,you work for someone else or no
307,57,what is your boss's name
308,57,are you here to serve me
309,57,who are they that you work for
310,57,what entity is your boss
311,57,who do yo work for
312,57,are you my worker
313,57,don't you work for your self
314,57,am i your employer
315,57,are you employed by someone
316,57,what does your boss go by
317,57,are you self employed
318,57,who do you work for
319,57,do you work for anyone else
320,57,who tells you what to do
321,57,i need to know who is your boss
322,57,what is the name of your boss
323,57,do you have a boss
324,57,who do you report to
325,57,are you now working for me
326,57,who is in charge of you
327,57,you work for what company or person exactly
328,57,are you working for me
329,57,don't you work for someone else
330,57,who pay your salary
331,57,am i your supervisor
332,57,who would you say you are employed by
333,57,am i the one you work for
334,57,who else do you work for
335,57,who else commands you
336,57,is there another company you work for
337,57,who do you do task for
338,57,who do you function for
339,57,do you have another job
340,57,let me know who is your boss
341,57,who is the boss of you
342,57,is there another entity you work for
343,57,is there someone else you work for
344,57,am i your manager
345,57,what organization do you work for
346,57,who do you call your boss
347,57,who do you job for
348,57,are you working for someone else
349,57,do you have an employer
350,50,what is my citigroup card's rewards balance
351,50,how many points are on my gold card
352,50,where are rewards from my visa card visible
353,50,how many points do i have on my mastercard
354,50,i need to find out the rewards points i have left on my american express card
355,50,what is the reward balance on my discover card
356,50,what's the current reward amount on my visa
357,50,i wonder how many points i have earned with my bank of america card
358,50,what is the number of points i earned with my mastercard
359,50,have i earned a lot of points on my capital one card
360,50,how would i be able to check my kohls rewards card
361,50,what is my current reward point total on my visa card
362,50,how many delta miles are on my card right now
363,50,i have how many tier credits on my caesar's card
364,50,how many rewards points do i have for my mastercard
365,50,what's the reward point count on my discover card
366,50,where are my rewards for my chase card
367,50,what do i have to do to see my rewards for my chase card
368,50,how many points did i get on my visa card
369,50,what is the amount of rewards points on my visa card
370,50,how do i check how many rewards i have on my master card
371,50,how many points have i accumulated on my mastercard
372,50,is there a better way to check my visa rewards card balance
373,50,what's the balance of my reward points on my discover card
374,50,how can i see my rewards for my visa card
375,50,what's my visa's current rewards balance
376,50,can i check my visa reward balance online
377,50,do you know how many rewards points are currently on my discover card
378,50,what the current balance of reward points on my mastercard
379,50,how high are the rewards on my discover card
380,50,how many points did my visa earn
381,50,how do i see me rewards for my chase card
382,50,what points were earned on my mastercard
383,50,how many points have i already accrued on my chase mastercard
384,50,add up my reward points for master card
385,50,when can i receive rewards on my visa card
386,50,help me check my visa rewards card
387,50,tell me how to check my rewards for my american express card
388,50,how many rewards points do i have for my wells fargo card
389,50,how many rewards do i have on my chase card
390,50,how many reward points does my discover card have
391,50,how many rewards points do i have for my chase card
392,50,i need to hear how many points i've obtained on my capital one visa
393,50,figure out my reward points for discovery card
394,50,what is my points total for my mastercard
395,50,does my mastercard have any rewards points remaining
396,50,how do i check my rewards for my gold card
397,50,can you help me tell what my starbucks rewards balance is
398,50,what is the easiest way to check my bank rewards card
399,50,how many rewards do i now have on my hy-vee card
400,23,can you get me a table for 2 at mexico viejo at 3pm
401,23,reserve a table for two for 7:30 pm at dibruno's under patrick donoghue
402,23,you must reserve a table for 4 at red robin under the name kevin at 7
403,23,i'd like a reservation for 2 at olive garden for 5 pm today
404,23,i need to make a reservation for 8 pm at red robin for 3
405,23,i think i need to make a reservation for 8 pm at red robin for 3
406,23,can you get me a table for 4 at steve's
407,23,i need you to reserve a table for 6:00 pm for three at devon's seafood
408,23,"hello, i'd like a reservation for two at the olive garden at six tonight"
409,23,"i think we should reserve dad's regular table friday for 6 people, use his name, make that close to 4:00 pm at the club"
410,23,make a reservation at 5 pm today for 2 at olive garden
411,23,you have to reserve a table for 4 at red robin under the name kevin at 7
412,23,book a reservation for 4 at outback steakhouse under the name dave
413,23,can you get me a table for 6 at johnnys
414,23,make a reservation for three at prime rib at 6:30 pm
415,23,i gotta make a reservation for 8 pm at red robin for 3
416,23,can i make a reservation for 8 pm at red robin for 3
417,23,please make me a reservation for monty's at noon for 55555
418,23,please reserve me a table for 2 pm at maxwell's on the 14th
419,23,"hey computer, make a reservation for 2 for my parents at red lobster on wednseday next, 2:00pm if possible"
420,23,can i make a reservation for 2 at state bird for 8:30
421,23,make me a reservation for 5 at coral for 10 pm immediately
422,23,please reserve a table for two at rouge for 7:00 pm
423,23,can you get me a table for 5 at johnnys
424,23,reserve a table for 3 at outback steakhouse under the name lance at 7:00pm
425,23,is it possible to get a table for 4 at the village inn around 10am
426,23,please make a reservation for us at joy bar for 4 adults
427,23,can you get me a table for two for 8:00 pm at parc
428,23,"now, i need a reservation for backwoods crossing at seven for 6 people"
429,23,i would like a reservation for 6:30 pm at pietro's under the name david jones
430,23,can you get me a table for 1 at the vega at 1pm
431,23,i need you to reserve a table for 4 at red robin under the name kevin at 7
432,23,can you book a table at the restaurant for me and my husband
433,23,i want you to book a reservation for 8 pm at red robin under the name kevin
434,23,please book a reservation for 8 pm at red robin under the name kevin
435,23,i want to reserve a table at 8 at long john silver's under the name freddie
436,23,"can i make a reservation for 2 at state bird for 7:30, please"
437,23,i want to have a table for 2 at the broadmore around 6
438,23,i want to make a reservation for 8 pm at red robin for 3
439,23,can i reserve a table for 2 at the olive garden at 8
440,23,reserve a table for 5 at lawry's under the name steve at 8:00pm
441,23,book a reservation for 3 at red lobster under the name steve
442,23,can you get me a table for 8 at johnnys
443,23,make me a reservation for tomorrow at happys for four
444,23,book a reservation for 8 pm at red robin under the name kevin
445,23,"call and make a 5:45 pm reservation for jason rogers, table for four"
446,23,can you make a reservation for me at the restaurant
447,23,i need you to reserve at table for a party of four at devon's for 6:00 pm
448,23,reserve a table for 4 at red lobster under the name dave at 7:30pm
449,23,can you get me a table for 6 at mark's at 11am
450,146,"i am going to south america, let my bank know"
451,146,i'm going to be in thailand from october 15th until october 23rd
452,146,inform my bank that i'll be going to europe
453,146,i let my bank know that i'm traveling to greece from march to april
454,146,i need to let my bank know that i'll be travelling internationally
455,146,let me bank know i will be in brazil from june 1st to july 1st
456,146,"let my bank know that i'll be in moscow, russia"
457,146,im going to be in slovakia from january 16th until january 19th
458,146,"i am going to asia in a bit, i should tell the bank"
459,146,please tell my bank that i will be traveling abroad
460,146,how can i tell my bank i'm going to vietnam
461,146,please let my bank know that i will be in uruguay from january to august
462,146,notify my bank i'll be in rome from the 1st to the 17th
463,146,inform my bank i will be travelling to central africa
464,146,please tell my bank i will be in israel from the 6th to the 23rd
465,146,im going to be in paraguay from january 7th until january 10th
466,146,i'm travelling to seattle soon and want to inform my bank
467,146,can you tell my bank that i'll be travelling internationally soon
468,146,i'm travelling to spain soon and want to inform my bank
469,146,alert my bank and let them know that i'm travelling to brussels
470,146,i'm traveling to fresnosoon and want to inform my bank
471,146,i need to let my bank know i am traveling to chicago
472,146,i'm traveling to denmark soon and want to inform my bank
473,146,please tell the bank i will be traveling internationally
474,146,how do i inform my bank i'm going to paris
475,146,can you let my bank know i'll be in uruguay from january to august
476,146,tell my bank that i'll be in canada this weekend
477,146,i'm traveling to england soon and want to inform my bank
478,146,the bank should know i am going to asia soon
479,146,"from january to august, i will be in uruguay, please let me bank know"
480,146,let my bank know that i'm going to norway between march 3 and march 5
481,146,i'm traveling to ca soon and want to inform my bank
482,146,tell my bank that i'm going to france
483,146,alert my bank and let them know that i'm travelling to stockholm
484,146,"i will be in uruguay from january to august, please let me bank know"
485,146,please let my bank know that i will be in rome from february 1 to march 1
486,146,i'm traveling to belgium soon and want to inform my bank
487,146,i am going out of country and need to inform my bank
488,146,i'm traveling tony soon and want to inform my bank
489,146,alert my bank and let them know that i'm travelling to china
490,146,i'm travelling to boston soon and want to inform my bank
491,146,inform my bank that i will be in rome from february 1 to march 1
492,146,im going to be in canada from august 10th until august 12th
493,146,"i'll be out of the country soon, and want to notify my bank"
494,146,alert my bank and let them know that i'm travelling to switzerland
495,146,mark down that i will be in rome from february 1 to march 1 and notify my bank
496,146,i am going out of country and my bank needs to be notified
497,146,tell my bank i am taking a trip to brazil from june 1st to july 1st
498,146,how can i let my bank know i'm going to denmark
499,146,"i'm going to paris soon and want to let my bank know, how do i do that"
500,141,add one by metallica to my playlist
501,141,please add roar by katy perry to my playlist
502,141,add a song to my rock playlist
503,141,i wanna add help! by the beatles to my playlist
504,141,insert what i am listening to into my jazz playlist
505,141,new playlist that i will add god's plan to
506,141,could you insert broken by evanescence to my music
507,141,add god's plan by drake to my playlist
508,141,"connect this song to my playlist ""kids"
509,141,add help! by the beatles to my playlist
510,141,my new playlist well be having god's plan adding to it
511,141,add this song to my top 40 playlist
512,141,i wanna add this song to my rock playlist
513,141,add 7 rings to my pop playlist
514,141,please add this song to my alternative playlist
515,141,put this song on my reggae playlist
516,141,please add someday by the strokes to my playlist
517,141,"the song that's on, add it to my favorite playlist"
518,141,add walk by pantera to my playlist
519,141,add the current song to my favorite playlist
520,141,"put mambo #5 by lou bega on my playlist, please"
521,141,yellow by coldplay to my playlist please
522,141,this song should be add this on my rock playlist
523,141,god's plan will be added to my new playlist
524,141,put dr feelgood by motley crue on my playlist
525,141,can you please add hero by skillet to my playlist
526,141,favorite what's currently playing on my playlist
527,141,add hells bells by acdc to my playlist
528,141,add mia to my spanish playlist
529,141,i want to have happy added to my rb playlist
530,141,add single ladies by beyonce to my pop playlist
531,141,add baby shark to my kid playlist
532,141,i need to add this song to my playlist of rock
533,141,let's add wonder by hillsong united to my playlist
534,141,please put this song on my moody monday playlist
535,141,"please add to ""kids"" playlist"
536,141,add what's playing on my favorite playlist
537,141,i would like to add you say by lauren daigle to my playlist
538,141,please add this song to my jazz playlist
539,141,this song needs to be added to my reggae playlist
540,141,will you add what i'm listening to to my dinner playlist
541,141,"i want this song put on my ""kids"" playlist"
542,141,will you add what i'm listening to to my bedroom playlist
543,141,add welcome to the jungle by guns n roses to my playlist
544,141,add yosemite to my rap playlist
545,141,will you add what i'm listening to to my road trip playlist
546,141,"make this song part of the ""kids"" playlist"
547,141,append my playlist with smooth operator by sade
548,141,add this song to my dinner playlist
549,141,add this song to my slow jams playlist
550,150,can i increase my volume
551,150,volume needs to be at 4
552,150,go now and increase the volume to 4 please
553,150,please your volume
554,150,i'd like it to be louder
555,150,i need it louder
556,150,set volume higher
557,150,please increase your volume
558,150,the volume should be decreased
559,150,go ahead and put the volume to 4
560,150,"increase the volume level to 4, please"
561,150,please increase the volume to 4 please
562,150,make the sound of my speaker greater
563,150,would you please increase your speaker volume
564,150,i would like the volume lower
565,150,limit your volume
566,150,raise the volume to 4 please
567,150,raise volume
568,150,please go ahead and increase your speaker volume
569,150,the sound is too low
570,150,can my volume be increased
571,150,increase your voice box
572,150,change the speaker volume to a louder one
573,150,make the speakers louder
574,150,lower the volume
575,150,bring the sound up
576,150,turn it up please
577,150,turn volume to the number 4 setting
578,150,decrease volume
579,150,make the volume louder
580,150,boost volume to 4
581,150,please raise volume
582,150,please speak louder
583,150,turn down your volume
584,150,i want to increase your volume
585,150,you must increase the volume to 4 please
586,150,increase the volume level to 4 now
587,150,set the volume to 4 now
588,150,i want you to your volume
589,150,turn your voice box down
590,150,please increase the volume to 4
591,150,can you please turn the volume to 4
592,150,can you rise the volume of this please
593,150,please increase volume
594,150,can you turn this down
595,150,go ahead and your volume
596,150,please make sure the volume is on 4
597,150,turn the volume up
598,150,i'd like to turn up the volume
599,150,i want volume set to 4
600,45,i must know my bank of america routing number
601,45,please tell me the routing number for my wells fargo account
602,45,what's the routing number for my current checking
603,45,what's bank of america's routing number
604,45,i want to know my routing number please
605,45,will you tell me my routing number
606,45,i need the routing number for my woodlawn account
607,45,let me know what the routing number for my civista account is
608,45,"ai, what is my chase checking routing number"
609,45,tell me my bank of america routing number
610,45,how can i find my routing number for el dorado
611,45,i need to know the routing number for my wells fargo account
612,45,what's the routing number for my bank of america account
613,45,could you tell me what my routing number from first republic is
614,45,what's my bank routing number
615,45,where do i find the routing number for chase
616,45,what is my routing number for marine bank
617,45,can you help me find my routing number from wells fargo
618,45,tell me my bank routing number
619,45,please find the routing number for chase bank accounts opened in new york
620,45,where do i go to find my routing number for southpoint
621,45,can i get the routing number for sunflower bank
622,45,how do i find axos bank's routing number
623,45,where do i find the routing number for usaa
624,45,i need the routing number to my chase checking account
625,45,can you tell me my routing number for summit
626,45,display the routing number for account huntington
627,45,where can i see the routing number for bmo
628,45,what is my routing number on my checking account
629,45,what's the routing number for my chase account
630,45,what is the routing number on my first merit account
631,45,what is my routing number
632,45,tell me my first national account's routing number
633,45,give me the routing number for my paragon account
634,45,"ai, routing number for my b of a checking account"
635,45,i must learn my routing number
636,45,i need to know my bank of america routing number
637,45,let me know my bank of america routing number
638,45,where do i find the routing number for bank of america
639,45,"ai, what is the routing number for my citibank savings account"
640,45,how can i find my routing number from bank of america
641,45,where do i find the routing number for great western bank
642,45,how do i locate my routing number for tax reasons
643,45,what routing number do i use to send an international wire with citibank
644,45,please give my routing number for my national account
645,45,"ai, what is my chase routing number"
646,45,what's my pioneer routing number
647,45,please tell me my bank of america routing number
648,45,what's the routing number for my savings account
649,45,routing number for american river
650,142,do you know the fuel economy of this car
651,142,what's the miles per gallon on this car
652,142,how does this cars mpg do on the highway
653,142,how much gas does this use in the city
654,142,how many miles per gallon does it get in the city
655,142,"for city driving, what's the car's mpg"
656,142,what's the fuel economy for this car downtown
657,142,how many mpg does this rig get when i'm in the city
658,142,what kind of mileage do i get out of gas
659,142,what gas mileage does my car get
660,142,how many miles per gallon does this car get in the city
661,142,what is my average mpg in this car
662,142,what kind of gas mileage do i get
663,142,is the fuel economy of this car good or bad
664,142,how many miles does my car get per gallon
665,142,tell me what this cars highway mpg is
666,142,what kind of mpg does this car get in the city
667,142,how good is the fuel usage for this vehicle
668,142,do you know what this car's mpg is
669,142,what is the highway mpg on this car
670,142,how much is my mpg
671,142,my mpg is how much
672,142,what is the city fuel efficiency for this car
673,142,what are the estimates for the car's highway mpg
674,142,what's the mileage on my car
675,142,what is the mpg
676,142,what is the mpg like for this car while driving in the city
677,142,what's my car's gas mileage
678,142,what is the mpg on this car
679,142,what's the non-city mpg for this car
680,142,how many mpg does this get on the highway
681,142,how is this car rated for fuel economy
682,142,retrieve my current mpg on my car
683,142,what mpg does my car get
684,142,whats the cars fuel mileage like
685,142,how many mpgs does this car get on the highway
686,142,how much mpg does this car get in the city
687,142,can you tell me the mpg of this car
688,142,how expensive is it to fuel this car
689,142,what's this car do for fuel economy
690,142,how many miles per gallon do i get
691,142,how's the fuel efficiency for city driving for this car
692,142,what's the fuel economy of my car
693,142,how many miles per gallon does my car get
694,142,how's the mpg for this on the freeway
695,142,what mpg does this car get on the highway
696,142,average mpg
697,142,calculate car mpg
698,142,what's this car guzzle in gas when driving in town
699,142,what's my current mpg
700,27,tell me what is owed for my water and gas bills
701,27,how much is my electric bill for this month
702,27,what's the amount due on my latest sprint bill
703,27,what is the balance on my bills
704,27,how much do i need to pay on my bills
705,27,what am i being charged for my water bill
706,27,can you tell me what i owe for this month's phone bill
707,27,what's the balance on my bills
708,27,how much are all my bills combined
709,27,tell me how much my verizon and comcast bill come to together
710,27,what is the total amount that i owe to sony and verizon
711,27,"for my water and electricity, how much is the bill"
712,27,i need to know the cost of the cable bill
713,27,what's the balance on my sprint account
714,27,what's the cost of my dte bill plus my electricity bill
715,27,do i still owe any bills
716,27,how much do i owe on bills
717,27,please let me know how much my bills for comcast and sprint total
718,27,"i need the dollar amount due on my verizon bill, please"
719,27,what do i owe for my utilities bill
720,27,what's my mortgage payment going to be this month
721,27,what's the sum of all i owe on bills this month
722,27,tell me what amount i have to pay for my directv bill please
723,27,how much are utilities
724,27,read my bill balances
725,27,how much is my water bill for
726,27,how much do i have on credit card bill
727,27,how much in total do i need to pay cox and at&t
728,27,can you check the balance on the water bill
729,27,how much do i have to pay for my bills this month
730,27,let me know the amounts i owe for my utilities and tuition bills
731,27,how much on bills to i have to pay
732,27,remind me of the invoice total for my plumbing bill
733,27,can you find out how much i owe on my bills
734,27,what is the total amount due on my electricity bill
735,27,i need to know the amounts due for my utilities and cable bills
736,27,how much is my current water bill for
737,27,tell me how much my cable bill is
738,27,how much is my cable bill for
739,27,how much do i have to pay for my cable bill
740,27,add all my bills for this month and tell me the total
741,27,please tell me how much i owe sprint and how much i owe hsn
742,27,what do i owe bill wise
743,27,how much is my groceries and gas bill
744,27,how much is my electric bill for
745,27,my dte bill is how much
746,27,i need to know my bill total for my verizon payment due this month
747,27,what's the final amount of all the money i need to pay in bills this month
748,27,how much is my internet bill
749,27,what is the cost of water and electric this month
750,34,tell me all about the creatures you own
751,34,tell me what kinds of pets you have
752,34,do you keep any pets
753,34,what sort of animals are your pets
754,34,would you say that you are now a pet owner
755,34,i need to know what kinds of pets you have
756,34,do you own pets
757,34,tell me whether you are a cat or dog person
758,34,what is the colour of your pets
759,34,would you like to live with a cat or a dog
760,34,"what sort of person are you, a cat or dog person"
761,34,share some information about your pets with me
762,34,to what animal species do your pets belong
763,34,i'd like to learn more about your pets
764,34,what are the pets that you raise
765,34,can you tell me the types of pets you have
766,34,how many pets do you have
767,34,tell me if you like cats or dogs
768,34,tell me about your pets
769,34,do you like cats or dogs
770,34,"specifically, what pets do you own"
771,34,so are cats and dogs liked by you
772,34,cats or dogs
773,34,so do you like cats or dogs
774,34,why types of animals do you currently have as pets
775,34,i am curious about whether you have pets
